x1 x2 x3 x4 x5 fid1.00 fid0.90 fid0.80 fid0.70 fid0.60 fid0.50 fid0.40 fid0.30 fid0.20 fid0.10 fid1.00Time fid0.90Time fid0.80Time fid0.70Time fid0.60Time fid0.50Time fid0.40Time fid0.30Time fid0.20Time fid0.10Time fid0.90Diff fid0.80Diff fid0.70Diff fid0.60Diff fid0.50Diff fid0.40Diff fid0.30Diff fid0.20Diff fid0.10Diff fid0.10DiffTime fid0.20DiffTime fid0.30DiffTime fid0.40DiffTime fid0.50DiffTime fid0.60DiffTime fid0.70DiffTime fid0.80DiffTime fid0.90DiffTime
903.093788183071 18.2254652356073 17.8520612389686 2.49396225840931 1.10931871790129 1454.7092 1401.5254 1340.4321 1270.4404 1192.0921 670.89089 233.38981 61.944215 37.373948 37.373948 3.02688312530518 2.3306519985199 2.11093592643738 1.88641309738159 1.66878485679626 1.43852806091309 1.11058592796326 0.886260986328125 0.663663148880005 0.4407799243927 53.1838 114.2771 184.2688 262.6171 783.81831 1221.31939 1392.764985 1417.335252 1417.335252 2.58610320091248 2.36321997642517 2.14062213897705 1.91629719734192 1.58835506439209 1.35809826850891 1.14047002792358 0.915947198867798 0.696231126785278
881.774785112473 28.484601385276 9.65887544696946 2.12903618918286 2.68876381003565 1781.9848 1750.6229 1712.1438 1664.2608 1603.1998 1523.0581 1414.5359 1264.8407 478.89292 36.386532 2.99421119689941 2.22492909431458 2.10890102386475 1.88390803337097 1.55695986747742 1.33189702033997 0.997868061065674 0.777385950088501 0.663090944290161 0.439535856246948 31.3618999999999 69.8409999999999 117.724 178.785 258.9267 367.4489 517.1441 1303.09188 1745.598268 2.55467534065247 2.33112025260925 2.21682524681091 1.99634313583374 1.66231417655945 1.437251329422 1.11030316352844 0.885310173034668 0.769282102584839
881.331223766976 38.94978370708 19.2754644319594 1.2925833941865 1.93012884630061 363.33652 227.11396 139.854 101.43174 85.073604 77.353519 77.353519 77.353519 77.353519 77.353519 3.11901593208313 2.44295215606689 2.22397208213806 1.89591097831726 1.66662287712097 1.44286203384399 1.21656584739685 0.888521909713745 0.667253017425537 0.442594051361084 136.22256 223.48252 261.90478 278.262916 285.983001 285.983001 285.983001 285.983001 285.983001 2.67642188072205 2.45176291465759 2.23049402236938 1.90245008468628 1.67615389823914 1.45239305496216 1.22310495376587 0.895043849945068 0.676063776016235
931.811674013116 17.1404237775505 24.5531601629794 1.08792432393482 2.72060673695021 825.04777 531.75838 312.30676 164.9992 90.525378 68.253725 59.133716 59.133716 59.133716 59.133716 3.00027108192444 2.4530668258667 2.22550392150879 1.89255809783936 1.66599488258362 1.44419002532959 1.22214412689209 1.00101780891418 0.663108110427856 0.443898916244507 293.28939 512.74101 660.04857 734.522392 756.794045 765.914054 765.914054 765.914054 765.914054 2.55637216567993 2.33716297149658 1.99925327301025 1.77812695503235 1.55608105659485 1.33427619934082 1.10771298408508 0.774767160415649 0.547204256057739
849.402501225565 14.2080119080633 10.6414734247336 4.30685756085384 2.79401724434277 1912.323 1893.1398 1869.735 1840.1224 1801.4777 1748.9858 1673.7711 1557.8095 1361.1268 299.43745 2.10857701301575 1.77834892272949 1.55600714683533 1.44082498550415 1.11232304573059 0.999060869216919 0.886624097824097 0.663333177566528 0.551989793777466 0.330476999282837 19.1832000000002 42.5880000000002 72.2006000000001 110.8453 163.3372 238.5519 354.5135 551.1962 1612.88555 1.77810001373291 1.55658721923828 1.44524383544922 1.22195291519165 1.10951614379883 0.996253967285156 0.667752027511597 0.55256986618042 0.330228090286255
899.451882447402 39.5635555746056 20.1241008801803 2.37454926712337 2.61473947671796 221.56821 160.65882 135.16842 121.32809 113.65255 113.5592 113.5592 113.5592 113.5592 113.5592 2.99828410148621 2.44697594642639 2.22395801544189 1.88862299919128 1.67059993743896 1.44476413726807 1.21977090835571 0.996421098709106 0.665837049484253 0.438855886459351 60.90939 86.39979 100.24012 107.91566 108.00901 108.00901 108.00901 108.00901 108.00901 2.55942821502686 2.33244705200195 2.0018630027771 1.77851319313049 1.55351996421814 1.32768416404724 1.10966110229492 0.774326086044312 0.551308155059814
906.462806142822 21.1490450418577 24.0350425255995 0.705091306341655 4.14159842962665 565.12903 360.4761 216.24058 131.08811 101.10001 85.868458 83.712763 83.712763 83.712763 83.712763 3.21167993545532 2.45166707038879 2.22686886787415 2.00100517272949 1.67283082008362 1.44130301475525 1.22248101234436 0.996700048446655 0.663892984390259 0.332113027572632 204.65293 348.88845 434.04092 464.02902 479.260572 481.416267 481.416267 481.416267 481.416267 2.87956690788269 2.54778695106506 2.21497988700867 1.98919892311096 1.77037692070007 1.5388491153717 1.21067476272583 0.984811067581177 0.760012865066528
944.722412423425 41.77863888373 5.92280801739395 4.08206291673149 1.9271684240144 1892.1488 1869.6382 1842.502 1808.2862 1763.844 1703.8885 1618.9069 1490.477 1283.1447 129.90269 2.21381688117981 1.66231608390808 1.5584089756012 1.33323001861572 1.21669006347656 1.00135779380798 0.885576009750366 0.666007041931152 0.550088167190552 0.331130981445312 22.5105999999998 49.6468 83.8625999999999 128.3048 188.2603 273.2419 401.6718 609.0041 1762.24611 1.8826858997345 1.66372871398926 1.54780983924866 1.32824087142944 1.21245908737183 0.997126817703247 0.880586862564087 0.655407905578613 0.551500797271729
903.15351520282 25.0887183975853 13.9859382131226 3.56081020434523 1.69807120616269 1547.4867 1498.2484 1440.1382 1371.5361 1290.761 1198.2084 541.14745 135.74026 52.512202 50.106948 2.33264589309692 1.77922010421753 1.55520081520081 1.44079303741455 1.22067904472351 1.10516095161438 0.885519981384277 0.661780118942261 0.444789886474609 0.332101106643677 49.2383 107.3485 175.9506 256.7257 349.2783 1006.33925 1411.74644 1494.974498 1497.379752 2.00054478645325 1.88785600662231 1.67086577415466 1.44712591171265 1.22748494148254 1.11196684837341 0.891852855682373 0.777445077896118 0.553425788879395
969.947705087591 22.1333178087056 25.3718061259054 1.01232253508571 3.7835571442034 160.99773 121.55218 106.41619 95.238971 91.88677 91.88677 91.88677 91.88677 91.88677 91.88677 3.11454701423645 2.55720806121826 2.22704291343689 1.99906992912292 1.77389693260193 1.44649410247803 1.21960091590881 0.998791933059692 0.665590047836304 0.442158937454224 39.44555 54.58154 65.758759 69.11096 69.11096 69.11096 69.11096 69.11096 69.11096 2.67238807678223 2.44895696640015 2.11575508117676 1.89494609832764 1.66805291175842 1.34065008163452 1.11547708511353 0.887504100799561 0.557338953018188
